City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
157,Kaitangata,NZ,-46.2817,169.8464,65.17,50,0,10.78,clear sky
158,Pochutla,MX,15.7432,-96.4661,79.83,88,38,1.05,scattered clouds
159,Muisne,EC,0.6,-80.0333,74.68,77,99,7.52,overcast clouds
160,Husavik,IS,66.0449,-17.3389,41.05,97,100,15.61,light rain
161,Chokurdakh,RU,70.6333,147.9167,-15.66,99,100,6.73,overcast clouds
162,Port Elizabeth,ZA,-33.918,25.5701,63.1,91,63,7.0,broken clouds
163,Mehamn,NO,71.0357,27.8492,33.75,80,100,16.11,overcast clouds
164,Narsaq,GL,60.9167,-46.05,26.82,95,100,2.57,light snow
165,Souillac,MU,-20.5167,57.5167,71.98,83,20,3.44,few clouds
166,Lompoc,US,34.6391,-120.4579,60.94,68,0,6.91,clear sky
167,Meulaboh,ID,4.1363,96.1285,75.97,89,100,4.47,overcast clouds
168,Jasper,US,37.2001,-94.3502,64.38,75,100,10.36,overcast clouds
169,Sao Cristovao,BR,-11.0147,-37.2064,80.51,78,40,6.91,scattered clouds
170,Tomatlan,MX,19.9333,-105.25,72.9,89,17,4.92,few clouds
171,Portland,US,45.5234,-122.6762,48.81,78,0,1.01,clear sky
172,Kousseri,CM,12.0769,15.0306,78.28,20,0,12.17,clear sky
173,Kotido,UG,2.9806,34.1331,69.67,64,55,7.11,broken clouds
174,Dikson,RU,73.5069,80.5464,-2.79,93,54,13.98,broken clouds
175,Laguna,US,38.421,-121.4238,55.9,60,0,5.75,clear sky
176,Llanes,ES,43.4198,-4.7549,56.89,57,0,4.43,clear sky
177,Trinidad,BO,-14.8333,-64.9,79.63,63,9,4.0,clear sky
178,Maragogi,BR,-9.0122,-35.2225,76.28,86,0,3.83,clear sky
179,Tilichiki,RU,60.4667,166.1,28.96,77,100,19.6,overcast clouds
180,Axim,GH,4.8699,-2.2405,77.68,85,100,6.98,light rain
181,San Patricio,US,28.017,-97.5169,77.9,76,51,9.93,broken clouds
182,Bay Roberts,CA,47.5999,-53.2648,45.34,74,79,8.01,broken clouds
183,Ixtapa,MX,20.7,-105.2,78.03,78,0,9.22,clear sky
184,North Bend,US,43.4065,-124.2243,47.16,90,0,3.44,clear sky
185,Saldanha,ZA,-33.0117,17.9442,59.76,83,0,7.7,clear sky
186,Mar Del Plata,AR,-38.0023,-57.5575,65.08,92,0,18.01,clear sky
187,Pontianak,ID,-0.0333,109.3333,78.78,88,40,4.61,scattered clouds
188,San Quintin,MX,30.4833,-115.95,61.0,56,0,8.99,clear sky
189,Beloha,MG,-25.1667,45.05,72.64,81,0,3.31,clear sky
190,Deder,ET,9.3167,41.45,53.56,84,97,0.94,overcast clouds
191,Olafsvik,IS,64.8945,-23.7142,41.47,90,100,26.51,overcast clouds
192,Fort Smith,US,35.3859,-94.3986,73.44,52,100,5.75,overcast clouds
193,Saint-Francois,FR,46.4154,3.9054,44.67,100,100,2.3,fog
194,Chifeng,CN,42.2683,118.9636,47.39,72,100,5.68,overcast clouds
195,Hastings,GB,50.8552,0.5729,59.79,81,100,20.94,overcast clouds
196,Winnemucca,US,40.973,-117.7357,33.85,60,0,3.44,clear sky
197,Saint-Pierre,RE,-21.3393,55.4781,76.57,56,20,5.75,few clouds
198,Kitami,JP,43.8031,143.8908,44.11,45,4,5.5,clear sky
199,Noumea,NC,-22.2763,166.4572,78.78,75,100,9.78,overcast clouds
200,Bambous Virieux,MU,-20.3428,57.7575,71.85,83,20,3.44,few clouds
201,Yeppoon,AU,-23.1333,150.7333,78.58,53,2,12.17,clear sky
202,Tezu,IN,27.9167,96.1667,63.61,49,0,3.67,clear sky
203,Camacha,PT,33.0833,-16.3333,63.82,77,20,1.14,few clouds
204,Aswan,EG,24.0934,32.907,65.34,42,0,10.11,clear sky
205,Hervey Bay,AU,-25.2986,152.8535,78.03,49,0,5.99,clear sky
206,Medianeira,BR,-25.2953,-54.0939,64.53,99,100,6.46,overcast clouds
207,Evensk,RU,61.95,159.2333,13.19,81,100,18.41,overcast clouds
208,Barra Patuca,HN,15.8,-84.2833,77.58,77,5,7.27,clear sky
209,Payyannur,IN,12.1,75.2,74.88,77,1,2.91,clear sky
210,Synya,RU,65.3718,58.0387,29.43,98,100,5.08,snow
211,Vestmannaeyjar,IS,63.4427,-20.2734,45.14,83,100,12.55,overcast clouds
212,Grindavik,IS,63.8424,-22.4338,41.47,87,0,8.05,clear sky
213,Esil,KZ,51.9556,66.4042,28.22,95,97,11.56,overcast clouds
214,Daura,NG,11.5538,11.4085,73.17,24,100,7.02,overcast clouds
215,Severo-Kurilsk,RU,50.6789,156.125,31.91,77,95,36.53,light snow
216,Kruisfontein,ZA,-34.0033,24.7314,60.89,80,75,12.8,broken clouds
217,Benguela,AO,-12.5763,13.4055,72.75,74,100,6.76,overcast clouds
218,Motygino,RU,58.1831,94.7592,26.53,96,100,7.14,light snow
219,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,100,100,8.95,light shower snow
220,Lev Tolstoy,RU,53.2134,39.446,37.38,87,100,11.63,overcast clouds
221,Aklavik,CA,68.2191,-135.0107,17.11,87,100,1.74,overcast clouds
222,Williams Lake,CA,52.1415,-122.1445,11.05,84,100,2.35,overcast clouds
223,High Level,CA,58.5169,-117.136,5.59,93,7,3.83,clear sky
224,Port Blair,IN,11.6667,92.75,81.1,73,32,6.87,scattered clouds
225,Mindelo,CV,16.8901,-24.9804,76.55,69,75,19.57,broken clouds
226,Ca Mau,VN,9.1769,105.15,80.67,86,100,8.43,overcast clouds
227,Balkanabat,TM,39.5108,54.3671,51.78,42,100,6.67,overcast clouds
228,Ongandjera,NA,-17.8833,15.0667,68.54,37,44,6.89,scattered clouds
229,Urdoma,RU,61.7533,48.5442,33.49,99,100,1.9,overcast clouds
230,Vardo,NO,70.3705,31.1107,35.58,87,100,13.8,overcast clouds
231,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.43,89,83,5.48,broken clouds
232,Luba,GQ,3.4568,8.5547,78.84,84,100,9.33,light rain
233,Samarai,PG,-10.6167,150.6667,82.63,71,25,9.62,scattered clouds
234,Trim,IE,53.555,-6.7917,60.84,86,100,23.4,overcast clouds
235,Andra,RU,62.5147,65.8878,20.14,98,89,6.55,overcast clouds
236,Ballina,AU,-28.8667,153.5667,77.02,61,50,8.41,scattered clouds
237,Nanortalik,GL,60.1432,-45.2371,27.18,69,100,12.5,overcast clouds
238,Lewistown,US,40.5992,-77.5714,61.54,90,20,0.0,few clouds
239,San Jose,US,37.3394,-121.895,57.88,60,40,10.36,scattered clouds
240,Batabano,CU,22.7164,-82.2881,70.41,77,17,8.55,few clouds
241,Tubuala,PA,9.5167,-79.0333,78.04,86,100,10.09,overcast clouds
242,Sidi Ali,DZ,36.0998,0.4206,62.82,74,75,5.1,broken clouds
243,Port-Gentil,GA,-0.7193,8.7815,75.9,84,100,7.61,overcast clouds
244,Sauda,NO,59.6506,6.3542,57.69,99,100,11.01,light rain
245,Noyabrsk,RU,63.1994,75.4507,3.6,99,98,7.07,overcast clouds
246,Gwembe,ZM,-16.4975,27.6069,63.97,86,62,1.79,light rain
247,Coquimbo,CL,-29.9533,-71.3436,58.73,82,0,3.44,clear sky
248,Voyvozh,RU,62.892,54.9635,32.22,96,100,5.84,overcast clouds
249,Camacupa,AO,-12.0167,17.4833,59.41,90,100,3.22,overcast clouds
250,Praia Da Vitoria,PT,38.7333,-27.0667,57.76,89,100,6.04,overcast clouds
251,Kibala,TD,9.1104,18.3463,77.56,30,94,3.38,overcast clouds
252,Bethanien,NA,-26.502,17.1583,64.6,36,100,1.54,overcast clouds
253,Grande Prairie,CA,55.1667,-118.8027,2.97,91,10,1.43,clear sky
254,Pangnirtung,CA,66.1451,-65.7125,-5.44,92,78,4.36,broken clouds
255,Aspindza,GE,41.5739,43.2483,42.58,86,94,1.14,overcast clouds
256,Beringovskiy,RU,63.05,179.3167,13.05,74,2,5.55,clear sky
257,Oistins,BB,13.0667,-59.5333,79.54,81,100,14.27,overcast clouds
258,Pontian Kecil,MY,1.4801,103.3899,83.32,84,86,3.33,overcast clouds
259,Cabedelo,BR,-6.9811,-34.8339,81.27,80,10,10.02,clear sky
260,Loukhi,RU,66.0764,33.0381,33.39,99,100,2.55,overcast clouds
261,Alassio,IT,44.0039,8.1671,63.86,66,0,10.18,clear sky
262,Klaksvik,FO,62.2266,-6.589,50.92,84,100,30.6,overcast clouds
263,Emerald,AU,-23.5333,148.1667,79.34,48,9,10.27,clear sky
264,Sitka,US,57.0531,-135.33,42.69,61,100,17.27,light rain
265,Viking,CA,53.1001,-111.7684,-2.15,99,24,6.38,few clouds
266,Balikpapan,ID,-1.2675,116.8289,83.39,79,20,3.44,few clouds
267,Georgetown,MY,5.4112,100.3354,80.53,85,20,6.91,few clouds
268,Tessalit,ML,20.1986,1.0114,70.7,16,0,9.55,clear sky
269,Poum,NC,-20.2333,164.0167,76.71,71,99,10.78,overcast clouds
270,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.91,94,61,6.29,broken clouds
271,Mumford,GH,5.2618,-0.759,78.35,83,100,9.13,light rain
272,Talnakh,RU,69.4865,88.3972,4.21,96,100,12.91,snow
273,Olavarria,AR,-36.8927,-60.3225,69.03,68,24,4.21,few clouds
274,Rapid Valley,US,44.0625,-103.1463,19.76,71,100,13.8,overcast clouds
275,Effingham,US,32.3669,-81.3332,74.95,92,100,17.92,moderate rain
276,Maan,PH,5.9339,124.7356,84.04,84,100,3.62,overcast clouds
277,Amalapuram,IN,16.5833,82.0167,74.21,77,15,7.16,few clouds
278,Ulaangom,MN,49.9811,92.0667,15.08,74,62,2.44,broken clouds
279,Bonavista,CA,48.6499,-53.1147,38.66,87,100,15.28,light rain
280,Tabou,CI,4.423,-7.3528,77.14,86,71,6.96,light rain
281,San Rafael,AR,-34.6177,-68.3301,70.52,45,100,6.76,heavy intensity rain
282,Camacari,BR,-12.6975,-38.3242,80.37,91,9,5.73,clear sky
283,Tarakan,ID,3.3,117.6333,78.3,94,75,2.3,broken clouds
284,Lakes Entrance,AU,-37.8811,147.981,68.27,74,53,2.51,broken clouds
285,Mana,GF,5.6592,-53.7767,77.97,88,86,7.49,overcast clouds
286,North Battleford,CA,52.7834,-108.2847,0.41,96,88,4.59,overcast clouds
287,Fredericton,CA,45.9454,-66.6656,52.83,67,58,3.91,broken clouds
288,Alpiarca,PT,39.2571,-8.5819,60.39,88,6,7.18,clear sky
289,Sand Springs,US,36.1398,-96.1089,65.01,92,100,16.11,thunderstorm
290,Norman Wells,CA,65.282,-126.8329,8.78,89,99,4.05,overcast clouds
291,Banjarmasin,ID,-3.3244,114.591,83.32,78,100,2.21,overcast clouds
292,Byron Bay,AU,-28.65,153.6167,76.95,55,7,7.78,clear sky
293,Kungsbacka,SE,57.4872,12.0761,55.74,89,100,18.01,overcast clouds
294,Touros,BR,-5.1989,-35.4608,77.86,75,68,14.41,broken clouds
295,Ouegoa,NC,-20.35,164.4333,79.32,66,100,1.86,overcast clouds
296,Xuanhua,CN,40.6103,115.0447,48.02,77,95,5.03,overcast clouds
297,Lagoa,PT,39.05,-27.9833,61.66,68,91,22.12,overcast clouds
298,Belaya Gora,RU,68.5333,146.4167,-27.0,99,33,2.86,scattered clouds
299,Havelock,US,34.8791,-76.9013,73.38,91,100,8.05,overcast clouds
300,Roald,NO,62.5833,6.1333,55.33,87,75,27.63,broken clouds
301,La Union,PE,-5.4,-80.75,66.09,74,20,16.2,few clouds
302,Margate,GB,51.3813,1.3862,58.3,82,100,8.01,overcast clouds
303,Saint-Georges,GD,12.0564,-61.7485,78.87,82,100,9.57,overcast clouds
304,Alofi,NU,-19.0595,-169.9187,84.09,70,75,11.5,broken clouds
305,Shar,KZ,49.5886,81.0453,26.15,96,100,6.02,snow
306,Antofagasta,CL,-23.65,-70.4,61.88,77,80,3.31,broken clouds
307,Kimbe,PG,-5.5502,150.1429,75.96,96,100,2.06,moderate rain
308,Broome,US,42.2506,-75.833,54.37,83,80,4.29,broken clouds
309,Henties Bay,NA,-22.116,14.2845,57.43,91,0,2.82,clear sky
310,Hithadhoo,MV,-0.6,73.0833,80.89,77,100,13.47,overcast clouds
311,Baykit,RU,61.67,96.37,9.19,93,100,1.16,overcast clouds
312,Diego De Almagro,CL,-26.3667,-70.05,61.27,37,10,1.74,clear sky
313,Mount Isa,AU,-20.7333,139.5,91.17,40,8,9.22,clear sky
314,San Vicente,AR,-26.6167,-54.1333,61.38,99,100,1.25,moderate rain
315,Labytnangi,RU,66.6572,66.4183,2.3,98,64,3.74,broken clouds
316,Gizo,SB,-8.103,156.8419,83.7,74,87,7.2,light rain
317,Hachinohe,JP,40.5,141.5,49.46,59,0,3.04,clear sky
318,Dingle,PH,10.9995,122.6711,83.03,80,100,10.69,overcast clouds
319,Payo,ID,-3.7508,103.6372,77.81,87,40,0.38,scattered clouds
320,Aksu,CN,41.1231,80.2644,36.55,54,5,1.66,clear sky
321,Aykhal,RU,66.0,111.5,-16.87,100,82,7.07,broken clouds
322,Tondano,ID,1.3038,124.9112,77.09,62,100,1.48,overcast clouds
323,Sete,FR,43.4018,3.6966,57.06,68,50,11.39,scattered clouds
324,Linxia,CN,35.6003,103.2064,35.73,93,100,6.31,overcast clouds
325,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.63,73,47,0.87,scattered clouds
326,Dinghai,CN,26.2847,119.7936,70.05,89,100,8.23,overcast clouds
327,Marawi,PH,7.9986,124.2928,75.07,77,96,0.27,overcast clouds
328,Skelleftea,SE,64.7507,20.9528,37.76,100,100,5.75,light rain
329,Brae,GB,60.3964,-1.353,52.52,85,100,20.04,overcast clouds
330,Itarema,BR,-2.9248,-39.9167,79.41,74,2,13.73,clear sky
331,Abu Dhabi,AE,24.4667,54.3667,77.02,65,0,2.3,clear sky
332,Taywarah,AF,33.35,64.4167,32.54,76,9,1.68,clear sky
333,Maniitsoq,GL,65.4167,-52.9,20.35,57,100,4.12,overcast clouds
334,Clyde River,CA,70.4692,-68.5914,-1.97,60,75,9.22,broken clouds
335,Zharkent,KZ,44.1628,80.0,34.74,46,9,2.06,clear sky
336,Alta Floresta,BR,-9.8756,-56.0861,72.68,83,74,3.04,broken clouds
337,Boyolangu,ID,-8.1181,111.8935,81.72,75,28,4.47,scattered clouds
338,Manggar,ID,-2.8833,108.2667,82.6,76,100,8.1,overcast clouds
339,Halifax,CA,44.6453,-63.5724,57.47,75,99,15.99,overcast clouds
340,Avera,US,33.194,-82.5271,67.51,95,100,22.26,overcast clouds
341,Hit,IQ,33.6416,42.8251,64.96,48,18,8.25,few clouds
342,Alamor,EC,-4.0181,-80.0197,62.15,71,63,3.78,broken clouds
343,Orotukan,RU,62.2667,151.7,-11.02,99,99,2.64,overcast clouds
344,Hay River,CA,60.8156,-115.7999,1.38,78,20,4.61,few clouds
345,Chesma,RU,53.8111,60.6533,33.37,90,100,9.22,overcast clouds
