City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
529,Dunmore East,IE,58.64,overcast clouds,52.1514,-6.9861,The Strand Inn
530,Bathsheba,BB,79.0,overcast clouds,13.2167,-59.5167,Atlantis Hotel
532,Knysna,ZA,57.87,clear sky,-34.0363,23.0471,
533,Vryburg,ZA,65.57,overcast clouds,-26.9566,24.7284,
535,Zaranj,AF,58.86,clear sky,30.9667,61.8833,
538,Jawhar,SO,73.76,overcast clouds,2.7809,45.5005,
541,Umm Lajj,SA,75.47,overcast clouds,25.0213,37.2685,
542,Tombouctou,ML,71.96,clear sky,20.0,-3.0,
543,Sistranda,NO,49.96,overcast clouds,63.7256,8.834,
544,Bundaberg,AU,79.21,clear sky,-24.85,152.35,
545,Camopi,GF,72.16,broken clouds,3.1655,-52.3158,
547,Bodrum,TR,67.48,clear sky,37.0383,27.4292,The Marmara Bodrum
548,Monte Escobedo,MX,56.21,clear sky,22.3,-103.5833,
549,Cabo San Lucas,MX,78.62,broken clouds,22.8909,-109.9124,
551,Pemangkat,ID,79.7,overcast clouds,1.1667,108.9667,Hotel Duyung Permai 2
552,Mbekenyera,TZ,71.37,overcast clouds,-10.0,38.9833,
553,Sola,VU,77.67,overcast clouds,-13.8833,167.55,
555,Rawson,AR,53.35,overcast clouds,-43.3002,-65.1023,
556,San Lawrenz,MT,61.86,overcast clouds,36.0553,14.204,
558,Bridlington,GB,57.88,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
559,Ponnampet,IN,62.56,scattered clouds,12.15,75.9333,
560,Niceville,US,71.55,overcast clouds,30.5169,-86.4822,
561,Ashtabula,US,61.36,clear sky,41.7001,-80.7665,
562,Abnub,EG,59.22,clear sky,27.2696,31.1511,
563,Boca Do Acre,BR,75.29,light rain,-8.7522,-67.3978,
564,Andilamena,MG,57.07,few clouds,-17.0167,48.5833,
565,Tongchuan,CN,54.66,overcast clouds,35.0806,109.0897,Tongchuan Hotel
566,Taoudenni,ML,73.47,clear sky,22.6783,-3.9836,
568,Hope,US,64.45,clear sky,33.6671,-93.5916,
569,Lethem,GY,76.01,overcast clouds,3.3803,-59.7968,
571,Yining,CN,72.66,overcast clouds,29.0361,114.5636,Xiushui Hotel
572,Carira,BR,71.62,clear sky,-10.3608,-37.7011,Praca dos motorista
573,Iracoubo,GF,77.86,scattered clouds,5.4802,-53.2011,
576,Effium,NG,75.94,overcast clouds,6.6292,8.0593,
577,Boquira,BR,70.23,few clouds,-12.8231,-42.7306,
578,Birjand,IR,41.47,clear sky,32.8663,59.2211,
579,Prince Rupert,CA,44.29,overcast clouds,54.3161,-130.3201,
580,Sokoni,TZ,77.59,light rain,-6.4333,39.55,
582,Lahuachaca,BO,48.16,clear sky,-17.3667,-67.6667,FAMILIA *SARZO*
584,Mirabad,AF,59.86,clear sky,30.4362,61.8383,
585,Roma,US,59.09,clear sky,43.2128,-75.4557,
586,Tongren,CN,75.47,clear sky,27.7172,109.1853,
